Project	Column	Card	CardURL	Type	Number	Labels	Repo	State	CreatedAt	UpdatedAt	ClosedAt	ClosedBy	Title	Size
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse-pm/issues/27	Issue	27	"[Label(name=""Feature: Performance & Stability""), Label(name=""Size: 33""), Label(name=""D: Dataset: large number of files"")]"	dataverse-pm	open	2020-04-10 08:52:30	2023-03-24 06:38:13			Performance: Slow response for the versions API call with large number of files or versions	33
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9272	Issue	9272	"[Label(name=""Size: 3""), Label(name=""D: Dataset: large number of files"")]"	dataverse	open	2023-01-10 19:16:18	2023-03-14 19:01:13			Spike: Datacite request to avoid creating unecessary file DOIs	3
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse.harvard.edu/issues/210	Issue	210	"[Label(name=""Size: 10"")]"	dataverse.harvard.edu	open	2023-01-26 18:53:07	2023-02-27 16:42:10			Add Badge for DataCite registration provider	10
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/2641	Issue	2641	"[Label(name=""Status: UX & UI""), Label(name=""Feature: File Upload & Handling""), Label(name=""Type: Bug""), Label(name=""Feature: Permissions""), Label(name=""User Role: Curator""), Label(name=""Size: 3""), Label(name=""D: Dataset: large number of files"")]"	dataverse	open	2015-10-14 15:40:41	2023-03-23 06:14:00			spike: reproduce - Permissions: Grant access errors for large # of files	3
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9356	Issue	9356	"[Label(name=""Size: 80""), Label(name=""D: FixRateLimitingBehaviors"")]"	dataverse	open	2023-02-01 23:30:22	2023-03-09 16:39:16			Add execution rate metering to the command engine	80
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/8256	Issue	8256	"[Label(name=""Size: 33""), Label(name=""D: Dataset: large number of files"")]"	dataverse	open	2021-11-23 19:34:35	2023-05-01 15:09:01			Investigate performance degradation in reindex of datasets with large numbers of files	33
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9463	Issue	9463	"[Label(name=""Size: 10""), Label(name=""D: ImproveJsonValidation"")]"	dataverse	open	2023-03-22 16:01:23	2023-03-29 19:43:32			Dataset Json Validation: Agree on general structure - create a schema that matches our dataset JSON	10
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9464	Issue	9464	"[Label(name=""Size: 10""), Label(name=""D: ImproveJsonValidation"")]"	dataverse	open	2023-03-22 16:04:47	2023-03-22 20:21:19			Dataset Json Validation: Update the code to use this schema	10
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9465	Issue	9465	"[Label(name=""Size: 10""), Label(name=""D: ImproveJsonValidation"")]"	dataverse	open	2023-03-22 16:06:37	2023-03-22 20:27:30			Dataset Json Validation: Create API endpoints to retrieve a JSON schema	10
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse-frontend/issues/26	Issue	26	"[Label(name=""Size: 33""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-frontend	open	2023-03-17 08:43:50	2023-04-10 15:55:20			Add Dataverse Frontend guides	33
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9340	Issue	9340	"[Label(name=""D: Payara 6 Upgrade""), Label(name=""Size: 33"")]"	dataverse	open	2023-01-27 17:07:14	2023-02-28 21:27:00			determine upgrade path from Payara 5 to 6	33
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/pull/9388	PullRequest	9388	"[Label(name=""DANS""), Label(name=""Size: 33"")]"	dataverse	open	2023-02-14 22:04:24	2023-04-24 18:20:23			IQSS/9387 - Support protected system metadata	33
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/pull/9454	PullRequest	9454	"[Label(name=""Size: 3""), Label(name=""Community"")]"	dataverse	open	2023-03-17 15:28:01	2023-05-26 20:47:27			External tools fix	3
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/pull/9545	PullRequest	9545	"[Label(name=""DANS""), Label(name=""Size: 10"")]"	dataverse	open	2023-04-20 18:19:26	2023-04-26 19:28:36			IQSS/9544 - Migrate API fixes	10
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9314	Issue	9314	"[Label(name=""Size: 3""), Label(name=""D: SonarQubeCleanup"")]"	dataverse	open	2023-01-23 19:45:13	2023-05-02 15:48:38			In JsonParser.java use try-with-resource for JsonReader jsonReader = Json.createReader(new StringReader(jsonString)); in method remapGeographicCoverage(...)	3
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9326	Issue	9326	"[Label(name=""Type: Bug""), Label(name=""Feature: Account & User Info""), Label(name=""Size: 3"")]"	dataverse	open	2023-01-25 17:14:42	2023-05-24 19:13:26			during password reset, users asked to accept term but there is no checkbox	3
IQSS/dataverse	▶ SPRINT READY		https://github.com/IQSS/dataverse/issues/9323	Issue	9323	"[Label(name=""D: Payara 6 Upgrade""), Label(name=""Size: 3"")]"	dataverse	open	2023-01-25 16:54:24	2023-05-24 19:39:52			Payara 6: Can't publish some datasets	3
IQSS/dataverse	This Sprint 🏃‍♀️ 🏃		https://github.com/IQSS/dataverse-frontend/issues/110	Issue	110	"[Label(name=""Size: 33""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-frontend	open	2023-05-24 17:49:34	2023-05-26 20:24:31			Prepare community day talk: Storybook and UI testing	33
IQSS/dataverse	This Sprint 🏃‍♀️ 🏃		https://github.com/IQSS/dataverse-frontend/issues/111	Issue	111	"[Label(name=""Size: 33""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-frontend	open	2023-05-24 17:50:57	2023-05-28 13:39:41			Prepare community day talk: Demo of the MVP for the new Dataverse Single Page Application	33
IQSS/dataverse	IQSS Team - In Progress  💻		https://github.com/IQSS/dataverse/issues/9626	Issue	9626	"[Label(name=""bklog: Deliverable""), Label(name=""Size: 10""), Label(name=""D: GDC: Interop With DV"")]"	dataverse	open	2023-05-26 18:09:14	2023-05-26 19:52:29			Add support issues at GDC website repo	10
IQSS/dataverse	IQSS Team - In Progress  💻		https://github.com/IQSS/dataverse/issues/9623	Issue	9623	"[Label(name=""bklog: Deliverable""), Label(name=""Size: 33""), Label(name=""D: GDC: Interop With DV"")]"	dataverse	open	2023-05-26 18:01:01	2023-05-26 18:32:10			Update GDC Custom UI For Harvard Dataverse Project	33
IQSS/dataverse	IQSS Team - In Progress  💻		https://github.com/IQSS/dataverse-frontend/issues/109	Issue	109	"[Label(name=""Size: 33""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-frontend	open	2023-05-24 17:46:32	2023-05-24 17:48:43			Prepare community day talk: Design and concepts around Dataverse SPA	33
IQSS/dataverse	IQSS Team - In Progress  💻		https://github.com/IQSS/dataverse.harvard.edu/issues/218	Issue	218	[]	dataverse.harvard.edu	open	2023-04-12 14:57:50	2023-05-15 14:28:41			Assist US Census with transferring a multi-TB data collection into production 	0
IQSS/dataverse	IQSS Team - In Progress  💻		https://github.com/IQSS/dataverse-frontend/issues/115	Issue	115	"[Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	open	2023-05-31 20:49:51	2023-06-02 14:25:02			Dataset summary, continued	0
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/pull/9629	PullRequest	9629	[]	dataverse	open	2023-05-30 18:47:03	2023-05-30 18:51:53			9338 Fixes Roles behavior in the UI and API	0
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/pull/9592	PullRequest	9592	[]	dataverse	open	2023-05-15 11:50:02	2023-06-01 11:56:17			Datasets API extension for the SPA	0
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/pull/9482	PullRequest	9482	"[Label(name=""QDR""), Label(name=""Size: 3"")]"	dataverse	open	2023-03-28 13:39:51	2023-04-27 17:14:24			IQSS/9431-support checksum alg in direct uploads	3
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/issues/9416	Issue	9416	"[Label(name=""pm.netcdf-hdf5.d""), Label(name=""Size: 3"")]"	dataverse	open	2023-03-01 20:40:39	2023-05-17 18:53:09			 NcML previewer doesn't work with drafts	3
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/pull/9600	PullRequest	9600	[]	dataverse	open	2023-05-19 13:45:25	2023-05-19 13:52:58			add H5Web to guides	0
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/issues/9517	Issue	9517	"[Label(name=""NIH OTA: 1.7.1 (reArchitecture)""), Label(name=""Size: 10"")]"	dataverse	open	2023-04-12 17:05:35	2023-05-23 12:54:36			Refine the Authentication document and make it public	10
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse/pull/9611	PullRequest	9611	[]	dataverse	open	2023-05-23 21:18:40	2023-05-26 15:36:39			fix S3 direct upload NPE and NetCDF/HDF5 and keep geospatial metadata extraction	0
IQSS/dataverse	Ready for Review ⏩		https://github.com/IQSS/dataverse-frontend/issues/107	Issue	107	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-1.7.1""), Label(name=""pm.GREI-d-1.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	open	2023-05-24 15:45:19	2023-06-02 13:48:41			[Spike - Frontend] [0/2] Create the File Tab of the Dataset - Analysis	10
IQSS/dataverse	In Review 🔎		https://github.com/IQSS/dataverse/pull/9614	PullRequest	9614	[]	dataverse	open	2023-05-24 14:53:47	2023-05-31 21:07:15			8889 file-level PIDs configuration in individual collections	0
IQSS/dataverse	In Review 🔎		https://github.com/IQSS/dataverse-frontend/issues/108	Issue	108	"[Label(name=""Size: 10""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2"")]"	dataverse-frontend	open	2023-05-24 15:52:58	2023-05-30 15:52:44			Review architecture related content in the SPA Strategy document and move it to the Architecture document if necessary	10
IQSS/dataverse	In Review 🔎		https://github.com/IQSS/dataverse/pull/9558	PullRequest	9558	"[Label(name=""Size: 10"")]"	dataverse	open	2023-04-25 10:08:07	2023-06-01 16:19:35			async indexing after update command	10
IQSS/dataverse	Ready for QA ⏩		https://github.com/IQSS/dataverse/pull/6543	PullRequest	6543	"[Label(name=""QDR""), Label(name=""Size: 10"")]"	dataverse	open	2020-01-17 23:02:48	2023-05-30 15:05:42			MDC handle legacy counts	10
IQSS/dataverse	QA ✅		https://github.com/IQSS/dataverse/pull/9409	PullRequest	9409	"[Label(name=""Size: 10""), Label(name=""D: FixRateLimitingBehaviors"")]"	dataverse	open	2023-02-24 22:28:09	2023-05-12 18:33:54			9361 storage quotas	10
IQSS/dataverse	QA ✅		https://github.com/IQSS/dataverse/pull/9597	PullRequest	9597	[]	dataverse	open	2023-05-16 20:38:38	2023-05-31 19:53:32			9369 Shib groups (and other custom groups), as subgroups of an explicit group	0
IQSS/dataverse	QA ✅		https://github.com/IQSS/dataverse-frontend/pull/112	PullRequest	112	[]	dataverse-frontend	open	2023-05-29 11:07:43	2023-06-01 20:52:49			95 - Invoke js dataverse use cases in the dataset page	0
IQSS/dataverse	QA ✅		https://github.com/IQSS/dataverse-client-javascript/pull/60	PullRequest	60	[]	dataverse-client-javascript	open	2023-05-15 14:29:50	2023-06-01 20:53:21			59 - Add new Dataset use cases to support the Dataset page (SPA)	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9493	PullRequest	9493	"[Label(name=""Feature: Internationalization""), Label(name=""Size: 3"")]"	dataverse	closed	2023-04-04 20:07:50	2023-06-02 20:27:03	2023-06-02 18:54:45		9488 internationalization issues	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse.harvard.edu/issues/223	Issue	223	"[Label(name=""Size: 10"")]"	dataverse.harvard.edu	closed	2023-04-27 16:03:34	2023-06-02 13:41:28	2023-06-02 13:41:27		Create metadatablock for MORU's collection of clinical and public health research data	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9632	PullRequest	9632	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-05-31 16:16:32	2023-06-02 00:56:05	2023-06-01 20:50:12		External Exporters bug fix	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9399	PullRequest	9399	"[Label(name=""Feature: Metadata""), Label(name=""Size: 3"")]"	dataverse	closed	2023-02-20 16:49:51	2023-06-01 20:25:43	2023-06-01 20:25:42		#9398 - fixing issues with metadata language inherited option label	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9574	PullRequest	9574	"[Label(name=""Containers & Cloud""), Label(name=""Size: 3"")]"	dataverse	closed	2023-05-04 21:48:25	2023-06-01 23:04:44	2023-06-01 16:14:17		configbaker container	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/113	PullRequest	113	[]	dataverse-frontend	closed	2023-05-30 00:50:50	2023-05-31 20:54:09	2023-05-31 20:54:06		49 publish storybook	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9406	PullRequest	9406	"[Label(name=""Feature: Search/Browse""), Label(name=""Feature: Internationalization""), Label(name=""Size: 3"")]"	dataverse	closed	2023-02-23 15:33:21	2023-05-31 20:40:36	2023-05-31 19:52:09		#9404 Added Harvesting key to customize facet label	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9562	PullRequest	9562	"[Label(name=""Feature: Internationalization""), Label(name=""Size: 3"")]"	dataverse	closed	2023-04-26 08:45:57	2023-05-31 20:35:10	2023-05-31 16:19:05		#9561 - Fix : Internationalized metadata block names in the summary cell of the versions tab of a dataset	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/114	PullRequest	114	[]	dataverse-frontend	closed	2023-05-30 20:42:30	2023-05-31 14:41:17	2023-05-31 13:30:50		link to Chromatic appIds from README #49	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9175	PullRequest	9175	"[Label(name=""DANS""), Label(name=""HERMES""), Label(name=""Size: 10"")]"	dataverse	closed	2022-11-18 16:44:32	2023-05-30 20:27:27	2023-05-30 20:27:27		DANS - Exporters in external jars	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9571	PullRequest	9571	"[Label(name=""Feature: Internationalization""), Label(name=""Size: 3"")]"	dataverse	closed	2023-05-03 13:18:43	2023-05-30 09:08:50	2023-05-26 19:32:21		Internationalization of ingest messages	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/issues/9449	Issue	9449	"[Label(name=""Size: 80""), Label(name=""D: GDC: Interop With DV"")]"	dataverse	closed	2023-03-15 20:45:25	2023-05-26 18:39:16	2023-05-26 18:39:16		Implement Interoperability between Dataverse and Google Data Commons	80
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9451	PullRequest	9451	"[Label(name=""Feature: Internationalization""), Label(name=""Size: 3"")]"	dataverse	closed	2023-03-16 14:26:42	2023-05-26 17:54:32	2023-05-26 17:35:54		Replaced hard coded strings in File Access button by new Bundle properties	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9543	PullRequest	9543	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-20 12:37:51	2023-05-30 09:20:10	2023-05-26 17:25:15		Remove duplicate entry api/info/metrics/filedownloads/monthly	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9618	PullRequest	9618	"[Label(name=""Testing: API""), Label(name=""Size: 3"")]"	dataverse	closed	2023-05-25 22:46:17	2023-05-26 13:57:04	2023-05-26 13:57:00		Make DDIExportTest XML validation non-flaky	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/98	PullRequest	98	"[Label(name=""Size: 33"")]"	dataverse-frontend	closed	2023-05-22 09:52:35	2023-05-24 18:47:44	2023-05-24 18:47:41		84 - Create the metadata tab of the dataset page	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/97	PullRequest	97	"[Label(name=""Size: 33"")]"	dataverse-frontend	closed	2023-05-17 17:53:35	2023-05-23 16:00:50	2023-05-23 16:00:46		Feature/82 create citation block of dataset page	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9602	PullRequest	9602	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-05-19 16:49:23	2023-05-26 00:16:44	2023-05-22 15:45:11		Fix Flyway script name	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/8940	PullRequest	8940	"[Label(name=""Feature: Metadata""), Label(name=""Feature: API""), Label(name=""Size: 3""), Label(name=""UI/UX: Design"")]"	dataverse	closed	2022-08-26 14:19:41	2023-05-26 00:16:29	2023-05-22 14:28:47		8822 incomplete datasets via api	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9591	PullRequest	9591	"[Label(name=""Feature: Account & User Info""), Label(name=""Size: 3"")]"	dataverse	closed	2023-05-15 08:59:39	2023-05-18 19:20:03	2023-05-18 19:00:52		9229 - Add bearer token auth mechanism for OIDC user with feature flag	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/91	PullRequest	91	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-05-09 13:51:58	2023-05-17 17:03:20	2023-05-17 17:03:17		Feature/83/create datasummary with markdown	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/96	PullRequest	96	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-05-12 07:25:24	2023-05-17 09:10:05	2023-05-17 09:10:01		78 - Create the boilerplate of the dataset page	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9586	PullRequest	9586	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-05-10 15:00:40	2023-05-16 14:58:58	2023-05-12 18:46:16		"#9565 Fix metrics API ""file/byType/monthly"" by using specific key cache"	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9582	PullRequest	9582	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-05-09 18:17:30	2023-05-12 16:21:01	2023-05-12 16:20:57		9469 accented letters and other utf8 characters in Stata ingest	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/87	PullRequest	87	[]	dataverse-frontend	closed	2023-05-06 10:22:03	2023-05-11 19:36:12	2023-05-11 19:36:09		65 - Containerized development environment	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/81	PullRequest	81	"[Label(name=""Size: 33"")]"	dataverse-frontend	closed	2023-05-01 14:46:59	2023-05-11 18:44:21	2023-05-11 18:44:17		28 - Create npm module for the design system	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/66	PullRequest	66	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-04-21 15:19:04	2023-05-11 18:14:11	2023-05-11 18:14:07		52 - Coverage with cypress	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/85	PullRequest	85	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-05-03 12:36:33	2023-05-11 10:07:16	2023-05-11 10:07:13		12 - Add version number to footer	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-client-javascript/pull/57	PullRequest	57	"[Label(name=""Size: 3"")]"	dataverse-client-javascript	closed	2023-04-18 12:12:51	2023-05-11 09:35:02	2023-05-11 09:34:58		56 - Add use cases to get the current authenticated user and log out	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9533	PullRequest	9533	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-18 13:14:53	2023-05-11 10:31:04	2023-05-10 19:22:21		9531 - Add a Log Out endpoint available when the session API auth feature flag is enabled	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/67	PullRequest	67	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-24 09:24:03	2023-05-10 19:04:59	2023-05-10 19:04:40		53 - Add Login / Logout	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9541	PullRequest	9541	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-19 20:58:47	2023-05-19 15:47:10	2023-05-09 18:58:39		extract bounding box from NetCDF/HDF5 files and insert into the geospatial metadata block 	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9568	PullRequest	9568	[]	dataverse	closed	2023-04-28 20:32:47	2023-05-09 15:04:15	2023-05-08 20:13:22		9148 Ensure that license/terms are set via API (create/update/publish)	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/71	Issue	71	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	closed	2023-04-25 16:18:39	2023-05-08 17:21:18	2023-05-08 17:21:18		[Spike - Analysis] Create the boilerplate of the Dataset section with Dataset title	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/74	Issue	74	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	closed	2023-04-25 16:25:51	2023-05-08 17:20:51	2023-05-08 17:20:51		[Spike - Analysis] Create the Dataset File Tab	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/72	Issue	72	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	closed	2023-04-25 16:22:14	2023-05-08 17:20:35	2023-05-08 17:20:34		[Spike - Analysis] Create the citation block of the Dataset	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/75	Issue	75	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	closed	2023-04-25 16:27:24	2023-05-08 17:20:11	2023-05-08 17:20:11		[Spike - Analysis] Create the Dataset Metadata Tab	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/issues/73	Issue	73	"[Label(name=""Size: 10""), Label(name=""MVP Milestone 2""), Label(name=""pm.GREI-d-2.7.1""), Label(name=""pm.GREI-d-2.7.2""), Label(name=""D: Dataset page (View Mode)"")]"	dataverse-frontend	closed	2023-04-25 16:23:24	2023-05-08 17:19:57	2023-05-08 17:19:56		[Spike - Analysis] Create the Dataset Summary	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9186	PullRequest	9186	"[Label(name=""QDR""), Label(name=""Size: 3"")]"	dataverse	closed	2022-11-23 17:27:36	2023-05-10 18:33:59	2023-05-05 20:58:39		IQSS/9185 contact email updates	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9102	PullRequest	9102	"[Label(name=""DANS""), Label(name=""Size: 10"")]"	dataverse	closed	2022-10-28 18:10:08	2023-05-05 15:31:28	2023-05-05 15:31:27		IQSS/9100 OpenAire update for orgs	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/56	PullRequest	56	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-20 09:29:48	2023-05-04 14:52:18	2023-05-04 14:52:14		31 - Create the form elements of the design system	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/64	PullRequest	64	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-20 14:51:43	2023-05-03 18:41:10	2023-05-03 18:41:06		34 - Create the table of the design system	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9567	PullRequest	9567	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-27 17:08:10	2023-05-10 18:05:43	2023-05-03 14:23:02		Iqss/9566 fix update hash values	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/79	PullRequest	79	"[Label(name=""Size: 10"")]"	dataverse-frontend	closed	2023-04-27 23:35:04	2023-05-03 14:03:50	2023-05-03 14:03:45		Add accordion element of the design system	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/80	PullRequest	80	[]	dataverse-frontend	closed	2023-05-01 13:36:14	2023-05-03 12:57:16	2023-05-03 12:57:13		Feature/migrate tests to cypress	0
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/69	PullRequest	69	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-24 13:14:27	2023-05-03 12:48:56	2023-05-03 12:48:51		36 - Create the modal element of the design system	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/68	PullRequest	68	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-24 09:57:29	2023-05-03 12:45:34	2023-05-03 12:45:31		45 - Create the ButtonGroup of the design system	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/57	PullRequest	57	"[Label(name=""Size: 3"")]"	dataverse-frontend	closed	2023-04-20 13:17:37	2023-05-03 12:42:15	2023-05-03 12:42:12		Create alert element of the design system	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9204	PullRequest	9204	"[Label(name=""QDR""), Label(name=""JHU""), Label(name=""Size: 33""), Label(name=""ASU"")]"	dataverse	closed	2022-11-30 22:17:17	2023-05-02 20:47:17	2023-05-02 20:47:17		IQSS/4959-Support-By-Category-and-Folder-Grouping	33
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9256	PullRequest	9256	"[Label(name=""Feature: Metadata""), Label(name=""Size: 3"")]"	dataverse	closed	2023-01-04 15:51:17	2023-05-10 18:29:18	2023-05-02 16:17:57		Make Series multiple #9255	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9306	PullRequest	9306	"[Label(name=""Feature: User Guide""), Label(name=""Size: 10"")]"	dataverse	closed	2023-01-19 17:51:56	2023-03-24 20:19:28	2023-03-24 20:19:27		9277 - correcting the sphinx documentation pdf build	10
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9564	PullRequest	9564	"[Label(name=""Size: 3"")]"	dataverse	closed	2023-04-26 16:49:30	2023-05-10 18:06:08	2023-05-01 14:07:57		constrain description display	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse/pull/9257	PullRequest	9257	"[Label(name=""Feature: Request Access Workflow""), Label(name=""DANS""), Label(name=""Size: 3"")]"	dataverse	closed	2023-01-04 15:57:40	2023-04-26 20:52:14	2023-04-26 20:52:14		8092 timestamp of data access request	3
IQSS/dataverse	Done 🚀		https://github.com/IQSS/dataverse-frontend/pull/54	PullRequest	54	[]	dataverse-frontend	closed	2023-04-14 17:11:42	2023-04-26 13:48:05	2023-04-26 13:48:01		33 - Create the navigation elements of the design system	0
